sample_id,Lead_gt_15
sample_011285,0.0
sample_005358,0.0
sample_000108,0.0
sample_006121,0.0
sample_015742,0.0
sample_015533,0.0
sample_010776,0.0
sample_009005,0.0
sample_016927,0.0
sample_014262,0.0
sample_007749,0.0
sample_008600,0.0
sample_014348,0.0
sample_007583,0.0
sample_017545,0.0
sample_008427,0.0
sample_003268,0.0
sample_016109,0.0
sample_013943,0.0
sample_007700,0.0
sample_000028,0.0
sample_008259,0.0
sample_008920,0.0
sample_008599,0.0
sample_001949,0.0
sample_010898,0.0
sample_000918,0.0
sample_004398,0.0
sample_001941,0.0
sample_008208,0.0
sample_017239,0.0
sample_010021,0.0
sample_012108,0.0
sample_006482,0.0
sample_002702,0.0
sample_017727,0.0
sample_008241,0.0
sample_007928,0.0
sample_016494,0.0
sample_006252,0.0
sample_000817,0.0
sample_009677,0.0
sample_016006,0.0
sample_004451,0.0
sample_013049,0.0
sample_008267,0.0
sample_005321,0.0
sample_009026,0.0
sample_012459,0.0
sample_006995,0.0
sample_007280,0.0
sample_000072,0.0
sample_016862,0.0
sample_001292,0.0
sample_001148,0.0
sample_003931,0.0
sample_007910,0.0
sample_012546,0.0
sample_002581,0.0
sample_003331,0.0
sample_009742,0.0
sample_003004,0.0
sample_017200,0.0
sample_014116,0.0
sample_014032,0.0
sample_012138,0.0
sample_010492,0.0
sample_011975,0.0
sample_011900,0.0
sample_007239,0.0
sample_000776,0.0
sample_015472,0.0
sample_006895,0.0
sample_001300,0.0
sample_009815,0.0
sample_012878,0.0
sample_001758,0.0
sample_004737,0.0
sample_010325,0.0
sample_010121,0.0
sample_013375,0.0
sample_002105,0.0
sample_004178,0.0
sample_001924,0.0
sample_010747,0.0
sample_012276,0.0
sample_000444,0.0
sample_004907,0.0
sample_016699,0.0
sample_006534,0.0
sample_009943,0.0
sample_003933,0.0
sample_013916,0.0
sample_013762,0.0
sample_011175,0.0
sample_000561,0.0
sample_000854,0.0
sample_002080,0.0
sample_009347,0.0
sample_016296,0.0
sample_007289,0.0
sample_005355,0.0
sample_010595,0.0
sample_011772,0.0
sample_014067,0.0
sample_002257,0.0
sample_004685,0.0
sample_006294,0.0
sample_014402,0.0
sample_008764,0.0
sample_017653,0.0
sample_010117,0.0
sample_008439,0.0
sample_016541,0.0
sample_013517,0.0
sample_011315,0.0
sample_013721,0.0
sample_013318,0.0
sample_013175,0.0
sample_012037,0.0
sample_017356,0.0
sample_003267,0.0
sample_014966,0.0
sample_016129,0.0
sample_008032,0.0
sample_005897,0.0
sample_013330,0.0
sample_004289,0.0
sample_007200,0.0
sample_012599,0.0
sample_013411,0.0
sample_016899,0.0
sample_004706,0.0
sample_003785,0.0
sample_017737,0.0
sample_014555,0.0
sample_004184,0.0
sample_005616,0.0
sample_009456,0.0
sample_002769,0.0
sample_017602,0.0
sample_003815,0.0
sample_009545,0.0
sample_008179,0.0
sample_016101,0.0
sample_005607,0.0
sample_001618,0.0
sample_011397,0.0
sample_011184,0.0
sample_016619,0.0
sample_016096,0.0
sample_016490,0.0
sample_009106,0.0
sample_005377,0.0
sample_001852,0.0
sample_008527,0.0
sample_003191,0.0
sample_017362,0.0
sample_014479,0.0
sample_010848,0.0
sample_009732,0.0
sample_014245,0.0
sample_017708,0.0
sample_010351,0.0
sample_004108,0.0
sample_004253,0.0
sample_016554,0.0
sample_015196,0.0
sample_009241,0.0
sample_001955,0.0
sample_014124,0.0
sample_011576,0.0
sample_001967,0.0
sample_017101,0.0
sample_004097,0.0
sample_012969,0.0
sample_015172,0.0
sample_013631,0.0
sample_015366,0.0
sample_012443,0.0
sample_006356,0.0
sample_010919,0.0
sample_012979,0.0
sample_002697,0.0
sample_003192,0.0
sample_017040,0.0
sample_001070,0.0
sample_016576,0.0
sample_008009,0.0
sample_016813,0.0
sample_001041,0.0
sample_003071,0.0
sample_000502,0.0
sample_015962,0.0
sample_015292,0.0
sample_004670,0.0
sample_000286,0.0
sample_016306,0.0
sample_004395,0.0
sample_014563,0.0
sample_008634,0.0
sample_010596,0.0
sample_006499,0.0
sample_016908,0.0
sample_014181,0.0
sample_000433,0.0
sample_006802,0.0
sample_013107,0.0
sample_005067,0.0
sample_014831,0.0
sample_003568,0.0
sample_006505,0.0
sample_014561,0.0
sample_004490,0.0
sample_007073,0.0
sample_013546,0.0
sample_003835,0.0
sample_006353,0.0
sample_004179,0.0
sample_010890,0.0
sample_002465,0.0
sample_012616,0.0
sample_010116,0.0
sample_008248,0.0
sample_007597,0.0
sample_000240,0.0
sample_007387,0.0
sample_007593,0.0
sample_013206,0.0
sample_008834,0.0
sample_014278,0.0
sample_010271,0.0
sample_011399,0.0
sample_011245,0.0
sample_006394,0.0
sample_009115,0.0
sample_004839,0.0
sample_002730,0.0
sample_009531,0.0
sample_000554,0.0
sample_012707,0.0
sample_004771,0.0
sample_011646,0.0
sample_005044,0.0
sample_007494,0.0
sample_011692,0.0
sample_012040,0.0
sample_013137,0.0
sample_000407,0.0
sample_006535,0.0
sample_011472,0.0
sample_001853,0.0
sample_008109,0.0
sample_002362,0.0
sample_005977,0.0
sample_014004,0.0
sample_006843,0.0
sample_017607,0.0
sample_016668,0.0
sample_000790,0.0
sample_015466,0.0
sample_011132,0.0
sample_006256,0.0
sample_014276,0.0
sample_007252,0.0
sample_013801,0.0
sample_001988,0.0
sample_003435,0.0
sample_012586,0.0
sample_001390,0.0
sample_013775,0.0
sample_003078,0.0
sample_002582,0.0
sample_015744,0.0
sample_010031,0.0
sample_010555,0.0
sample_001297,0.0
sample_007722,0.0
sample_015995,0.0
sample_009018,0.0
sample_015343,0.0
sample_012460,0.0
sample_003543,0.0
sample_015226,0.0
sample_005322,0.0
sample_000882,0.0
sample_013665,0.0
sample_011304,0.0
sample_015816,0.0
sample_014143,0.0
sample_000005,0.0
sample_010287,0.0
sample_008907,0.0
sample_012261,0.0
sample_001936,0.0
sample_013765,0.0
sample_003085,0.0
sample_011589,0.0
sample_011157,0.0
sample_007217,0.0
sample_009971,0.0
sample_011493,0.0
sample_002647,0.0
sample_005486,0.0
sample_009386,0.0
sample_004783,0.0
sample_016672,0.0
sample_005113,0.0
sample_001595,0.0
sample_003871,0.0
sample_005709,0.0
sample_003399,0.0
sample_000222,0.0
sample_004442,0.0
sample_009213,0.0
sample_002863,0.0
sample_002958,0.0
sample_004923,0.0
sample_014564,0.0
sample_004283,0.0
sample_004659,0.0
sample_015307,0.0
sample_003505,0.0
sample_005917,0.0
sample_014251,0.0
sample_009728,0.0
sample_016824,0.0
sample_008851,0.0
sample_005252,0.0
sample_003544,0.0
sample_006966,0.0
sample_005753,0.0
sample_007776,0.0
sample_013273,0.0
sample_007270,0.0
sample_010948,0.0
sample_008012,0.0
sample_015270,0.0
sample_010169,0.0
sample_010212,0.0
sample_014925,0.0
sample_012102,0.0
sample_003809,0.0
sample_016206,0.0
sample_001049,0.0
sample_004871,0.0
sample_003847,0.0
sample_011844,0.0
sample_003844,0.0
sample_010266,0.0
sample_016423,0.0
sample_009769,0.0
sample_015663,0.0
sample_005749,0.0
sample_009852,0.0
sample_017245,0.0
sample_016039,0.0
sample_006269,0.0
sample_007265,0.0
sample_004325,0.0
sample_012273,0.0
sample_009398,0.0
sample_000533,0.0
sample_014840,0.0
sample_016640,0.0
sample_011809,0.0
sample_010414,0.0
sample_009579,0.0
sample_013661,0.0
sample_004604,0.0
sample_015711,0.0
sample_010932,0.0
sample_009639,0.0
sample_010402,0.0
sample_005261,0.0
sample_017170,0.0
sample_015916,0.0
sample_011368,0.0
sample_002141,0.0
sample_009377,0.0
sample_006591,0.0
sample_006519,0.0
sample_016917,0.0
sample_016385,0.0
sample_014660,0.0
sample_009323,0.0
sample_003272,0.0
sample_017127,0.0
sample_009297,0.0
sample_011537,0.0
sample_016697,0.0
sample_014616,0.0
sample_017716,0.0
sample_017307,0.0
sample_003581,0.0
sample_013116,0.0
sample_014400,0.0
sample_000209,0.0
sample_013041,0.0
sample_008933,0.0
sample_011257,0.0
sample_012472,0.0
sample_005542,0.0
sample_006554,0.0
sample_010348,0.0
sample_006127,0.0
sample_015473,0.0
sample_008540,0.0
sample_002416,0.0
sample_014956,0.0
sample_005985,0.0
sample_004885,0.0
sample_003705,0.0
sample_003013,0.0
sample_009356,0.0
sample_000099,0.0
sample_004310,0.0
sample_007777,0.0
sample_013839,0.0
sample_005459,0.0
sample_010074,0.0
sample_008406,0.0
sample_009510,0.0
sample_000783,0.0
sample_004438,0.0
sample_013489,0.0
sample_005085,0.0
sample_009587,0.0
sample_002090,0.0
sample_013582,0.0
sample_013501,0.0
sample_001731,0.0
sample_010543,0.0
sample_014982,0.0
sample_009572,0.0
sample_011776,0.0
sample_005339,0.0
sample_015736,0.0
sample_017188,0.0
sample_016617,0.0
sample_012176,0.0
sample_013219,0.0
sample_004549,0.0
sample_007912,0.0
sample_016184,0.0
sample_005083,0.0
sample_009741,0.0
sample_008684,0.0
sample_002077,0.0
sample_001685,0.0
sample_006503,0.0
sample_011535,0.0
sample_007942,0.0
sample_001714,0.0
sample_009998,0.0
sample_003806,0.0
sample_012501,0.0
sample_012208,0.0
sample_006029,0.0
sample_002623,0.0
sample_015218,0.0
sample_017173,0.0
sample_001362,0.0
sample_016661,0.0
sample_005815,0.0
sample_010036,0.0
sample_012767,0.0
sample_001945,0.0
sample_014445,0.0
sample_000391,0.0
sample_017735,0.0
sample_005073,0.0
sample_003836,0.0
sample_016163,0.0
sample_005091,0.0
sample_016599,0.0
sample_005120,0.0
sample_011176,0.0
sample_016642,0.0
sample_012573,0.0
sample_005601,0.0
sample_006881,0.0
sample_007760,0.0
sample_015767,0.0
sample_012015,0.0
sample_006551,0.0
sample_003531,0.0
sample_001091,0.0
sample_004834,0.0
sample_007251,0.0
sample_006651,0.0
sample_016056,0.0
sample_006888,0.0
sample_010689,0.0
sample_013731,0.0
sample_005615,0.0
sample_002857,0.0
sample_010834,0.0
sample_010812,0.0
sample_013256,0.0
sample_008170,0.0
sample_004836,0.0
sample_000793,0.0
sample_009073,0.0
sample_013334,0.0
sample_004859,0.0
sample_012131,0.0
sample_009126,0.0
sample_015947,0.0
sample_016663,0.0
sample_007189,0.0
sample_014429,0.0
sample_001869,0.0
sample_007345,0.0
sample_008629,0.0
sample_007834,0.0
sample_007511,0.0
sample_003270,0.0
sample_007194,0.0
sample_000867,0.0
sample_005723,0.0
sample_006863,0.0
sample_012358,0.0
sample_017670,0.0
sample_005155,0.0
sample_000415,0.0
sample_003203,0.0
sample_013985,0.0
sample_003526,0.0
sample_016982,0.0
sample_014075,0.0
sample_002618,0.0
sample_008862,0.0
sample_004894,0.0
sample_015646,0.0
sample_006059,0.0
sample_001729,0.0
sample_012380,0.0
sample_017669,0.0
sample_014497,0.0
sample_010227,0.0
sample_005761,0.0
sample_005757,0.0
sample_016177,0.0
sample_001893,0.0
sample_010934,0.0
sample_000421,0.0
sample_004796,0.0
sample_015104,0.0
sample_005489,0.0
sample_017332,0.0
sample_009295,0.0
sample_010386,0.0
sample_008522,0.0
sample_001256,0.0
sample_012804,0.0
sample_008840,0.0
sample_010300,0.0
sample_005769,0.0
sample_014318,0.0
sample_012885,0.0
sample_002722,0.0
sample_001537,0.0
sample_008481,0.0
sample_013929,0.0
sample_016238,0.0
sample_000177,0.0
sample_014066,0.0
sample_013320,0.0
sample_000792,0.0
sample_012865,0.0
sample_012779,0.0
sample_016256,0.0
sample_014199,0.0
sample_003634,0.0
sample_015865,0.0
sample_006700,0.0
sample_007873,0.0
sample_002347,0.0
sample_003675,0.0
sample_005933,0.0
sample_012202,0.0
sample_000966,0.0
sample_006458,0.0
sample_007951,0.0
sample_006770,0.0
sample_008160,0.0
sample_012215,0.0
sample_010374,0.0
sample_012699,0.0
sample_003616,0.0
sample_003161,0.0
sample_008574,0.0
sample_013172,0.0
sample_012052,0.0
sample_005258,0.0
sample_001338,0.0
sample_007039,0.0
sample_008791,0.0
sample_006803,0.0
sample_008758,0.0
sample_002878,0.0
sample_013527,0.0
sample_017651,0.0
sample_000134,0.0
sample_008560,0.0
sample_003152,0.0
sample_012728,0.0
sample_008571,0.0
sample_008528,0.0
sample_010042,0.0
sample_013091,0.0
sample_012266,0.0
sample_005604,0.0
sample_012420,0.0
sample_014736,0.0
sample_000970,0.0
sample_007292,0.0
sample_001314,0.0
sample_015280,0.0
sample_004625,0.0
sample_013302,0.0
sample_015769,0.0
sample_004696,0.0
sample_017025,0.0
sample_012502,0.0
sample_005156,0.0
sample_012558,0.0
sample_015734,0.0
sample_013620,0.0
sample_001873,0.0
sample_004694,0.0
sample_013096,0.0
sample_006249,0.0
sample_004641,0.0
sample_003498,0.0
sample_001175,0.0
sample_011755,0.0
sample_001705,0.0
sample_014670,0.0
sample_008338,0.0
sample_006454,0.0
sample_017577,0.0
sample_007767,0.0
sample_005696,0.0
sample_003943,0.0
sample_008438,0.0
sample_012185,0.0
sample_009777,0.0
sample_016532,0.0
sample_010564,0.0
sample_010329,0.0
sample_014248,0.0
sample_000255,0.0
sample_015906,0.0
sample_000095,0.0
sample_001398,0.0
sample_001078,0.0
sample_011342,0.0
sample_009624,0.0
sample_008205,0.0
sample_002704,0.0
sample_003578,0.0
sample_003831,0.0
sample_003011,0.0
sample_003390,0.0
sample_007105,0.0
sample_009310,0.0
sample_006643,0.0
sample_016721,0.0
sample_012788,0.0
sample_011492,0.0
sample_009927,0.0
sample_005721,0.0
sample_011728,0.0
sample_007616,0.0
sample_006199,0.0
sample_004369,0.0
sample_007759,0.0
sample_014633,0.0
sample_003732,0.0
sample_001820,0.0
sample_003117,0.0
sample_010359,0.0
sample_012375,0.0
sample_011639,0.0
sample_011378,0.0
sample_001437,0.0
sample_011813,0.0
sample_014050,0.0
sample_005119,0.0
sample_017062,0.0
sample_000079,0.0
sample_006990,0.0
sample_015344,0.0
sample_002202,0.0
sample_017079,0.0
sample_016154,0.0
sample_005265,0.0
sample_003906,0.0
sample_001089,0.0
sample_009352,0.0
sample_001548,0.0
sample_016387,0.0
sample_009112,0.0
sample_004518,0.0
sample_010575,0.0
sample_004163,0.0
sample_012469,0.0
sample_011579,0.0
sample_014600,0.0
sample_000081,0.0
sample_013156,0.0
sample_006806,0.0
sample_000555,0.0
sample_005729,0.0
sample_011489,0.0
sample_014469,0.0
sample_013637,0.0
sample_004675,0.0
sample_003481,0.0
sample_007476,0.0
sample_002650,0.0
sample_007350,0.0
sample_002399,0.0
sample_004161,0.0
sample_002666,0.0
sample_014777,0.0
sample_006487,0.0
sample_008421,0.0
sample_010131,0.0
sample_015244,0.0
sample_002065,0.0
sample_000921,0.0
sample_015116,0.0
sample_004881,0.0
sample_012298,0.0
sample_008468,0.0
sample_014800,0.0
sample_012355,0.0
sample_004543,0.0
sample_010062,1.0
sample_009613,0.0
sample_011221,0.0
sample_009979,0.0
sample_010902,0.0
sample_008836,0.0
sample_001977,0.0
sample_001227,0.0
sample_002558,0.0
sample_014058,0.0
sample_009930,0.0
sample_013110,0.0
sample_015807,0.0
sample_001557,0.0
sample_000958,0.0
sample_016035,0.0
sample_006500,0.0
sample_004760,0.0
sample_007983,0.0
sample_012739,0.0
sample_010952,0.0
sample_007210,0.0
sample_000283,0.0
sample_008748,0.0
sample_002116,0.0
sample_007149,0.0
sample_007443,0.0
sample_001131,0.0
sample_010134,0.0
sample_001371,0.0
sample_010278,0.0
sample_007123,0.0
sample_002951,0.0
sample_014806,0.0
sample_009210,0.0
sample_005987,0.0
sample_000734,0.0
sample_013277,0.0
sample_012346,0.0
sample_003604,0.0
sample_009870,0.0
sample_004622,0.0
sample_016700,0.0
sample_012054,0.0
sample_002128,0.0
sample_004140,0.0
sample_016232,0.0
sample_003790,0.0
sample_009793,0.0
sample_005971,0.0
sample_005869,0.0
sample_007849,0.0
sample_013469,0.0
sample_016529,0.0
sample_003576,0.0
sample_002331,0.0
sample_007569,0.0
sample_000419,0.0
sample_011318,0.0
sample_001179,0.0
sample_013612,0.0
sample_004234,0.0
sample_016879,0.0
sample_012978,0.0
sample_004302,0.0
sample_004994,0.0
sample_015121,0.0
sample_001140,0.0
sample_017075,0.0
sample_000246,0.0
sample_004544,0.0
sample_017723,0.0
sample_016950,0.0
sample_010216,0.0
sample_000664,0.0
sample_011698,0.0
sample_005889,0.0
sample_003176,0.0
sample_011627,0.0
sample_010755,0.0
sample_005499,0.0
sample_005307,0.0
sample_008457,0.0
sample_002206,0.0
sample_005176,0.0
sample_006982,0.0
sample_010784,0.0
sample_013241,0.0
sample_006827,0.0
sample_009711,0.0
sample_016007,0.0
sample_014302,0.0
sample_003036,0.0
sample_005664,0.0
sample_012521,0.0
sample_000920,0.0
sample_006538,0.0
sample_009972,0.0
sample_010611,0.0
sample_012397,0.0
sample_016255,0.0
sample_008623,0.0
sample_002828,0.0
sample_008261,0.0
sample_005169,0.0
sample_010974,0.0
sample_014557,0.0
sample_009182,0.0
sample_016291,0.0
sample_014731,0.0
sample_004113,0.0
sample_016855,0.0
sample_010311,0.0
sample_011958,0.0
sample_000070,0.0
sample_002304,0.0
sample_011424,0.0
sample_004429,0.0
sample_010230,0.0
sample_012023,0.0
sample_004651,0.0
sample_014742,0.0
sample_013143,0.0
sample_016445,0.0
sample_010365,0.0
sample_000357,0.0
sample_000691,0.0
sample_017740,0.0
sample_010859,0.0
sample_000507,0.0
sample_017100,0.0
sample_010421,0.0
sample_007107,0.0
sample_015757,0.0
sample_007562,0.0
sample_011251,0.0
sample_015143,0.0
sample_007688,0.0
sample_004497,0.0
sample_010762,0.0
sample_010092,0.0
sample_004445,0.0
sample_012190,0.0
sample_002303,0.0
sample_008631,0.0
sample_003298,0.0
sample_008110,0.0
sample_017166,0.0
sample_014303,0.0
sample_017621,0.0
sample_005913,0.0
sample_017566,0.0
sample_013386,0.0
sample_008120,0.0
sample_011486,0.0
sample_006589,0.0
sample_009669,0.0
sample_017675,0.0
sample_006484,0.0
sample_003623,0.0
sample_003506,0.0
sample_000842,0.0
sample_010849,0.0
sample_006927,0.0
sample_011225,0.0
sample_004176,0.0
sample_014876,0.0
sample_010701,0.0
sample_011103,0.0
sample_012589,0.0
sample_008431,0.0
sample_003822,0.0
sample_014959,0.0
sample_012480,0.0
sample_014441,0.0
sample_017569,0.0
sample_004713,0.0
sample_006158,0.0
sample_004001,0.0
sample_009617,0.0
sample_000392,0.0
sample_016537,0.0
sample_002144,0.0
sample_011488,0.0
sample_001269,0.0
sample_008942,0.0
sample_011730,0.0
sample_016044,0.0
sample_015301,0.0
sample_009631,0.0
sample_003593,0.0
sample_006047,0.0
sample_006063,0.0
sample_008975,0.0
sample_008712,0.0
sample_006908,0.0
sample_010751,0.0
sample_009982,0.0
sample_001860,0.0
sample_001033,0.0
sample_012882,0.0
sample_002670,0.0
sample_009420,0.0
sample_007860,0.0
sample_013421,0.0
sample_006865,0.0
sample_004177,0.0
sample_001404,0.0
sample_002506,0.0
sample_016378,0.0
sample_016389,0.0
sample_004295,0.0
sample_000364,0.0
sample_003720,0.0
sample_014596,0.0
sample_006889,0.0
sample_013959,0.0
sample_007460,0.0
sample_010181,0.0
sample_005198,0.0
sample_016203,0.0
sample_008117,0.0
sample_005102,0.0
sample_007485,0.0
sample_002048,0.0
sample_006238,0.0
sample_004246,0.0
sample_011659,0.0
sample_006155,0.0
sample_006134,0.0
sample_003856,0.0
sample_005043,0.0
sample_010638,0.0
sample_001047,0.0
sample_013794,0.0
sample_015854,0.0
sample_007952,0.0
sample_007787,0.0
sample_000580,0.0
sample_012369,0.0
sample_013217,0.0
sample_010510,0.0
sample_007040,0.0
sample_002904,0.0
sample_002277,0.0
sample_011089,0.0
sample_007271,0.0
sample_000916,0.0
sample_002353,0.0
sample_004410,0.0
sample_001889,0.0
sample_004989,0.0
sample_016122,0.0
sample_008363,0.0
sample_014567,0.0
sample_008419,0.0
sample_001930,0.0
sample_002542,0.0
sample_006682,0.0
sample_006282,0.0
sample_017041,0.0
sample_004970,0.0
sample_001902,0.0
sample_002150,0.0
sample_016430,0.0
sample_001114,0.0
sample_003401,0.0
sample_009929,0.0
sample_014706,0.0
sample_012966,0.0
sample_015243,0.0
sample_011079,0.0
sample_013509,0.0
sample_006796,0.0
sample_014541,0.0
sample_010355,0.0
sample_011689,0.0
sample_000161,0.0
sample_016103,0.0
sample_009751,0.0
sample_006711,0.0
sample_007059,0.0
sample_009468,0.0
sample_005860,0.0
sample_007003,0.0
sample_015632,0.0
sample_016441,0.0
sample_009997,0.0
sample_007655,0.0
sample_015864,0.0
sample_012071,0.0
sample_009153,0.0
sample_008190,0.0
sample_001637,0.0
sample_015852,0.0
sample_014405,0.0
sample_008027,0.0
sample_011720,0.0
sample_002346,0.0
sample_002977,0.0
sample_009089,0.0
sample_000856,0.0
sample_016877,0.0
sample_017486,0.0
sample_009394,0.0
sample_008077,0.0
sample_014849,0.0
sample_006549,0.0
sample_010035,0.0
sample_016587,0.0
sample_000455,0.0
sample_009646,0.0
sample_012220,0.0
sample_003167,0.0
sample_011729,0.0
sample_005775,0.0
sample_015628,0.0
sample_005259,0.0
sample_005151,0.0
sample_010017,0.0
sample_011222,0.0
sample_005581,0.0
sample_006893,0.0
sample_017145,0.0
sample_014225,0.0
sample_003116,0.0
sample_012224,0.0
sample_007533,0.0
sample_010931,0.0
sample_003555,0.0
sample_006141,0.0
sample_000197,0.0
sample_011298,0.0
sample_008382,0.0
sample_014164,0.0
sample_007296,0.0
sample_009087,0.0
sample_001804,0.0
sample_017256,0.0
sample_001573,0.0
sample_014462,0.0
sample_014145,0.0
sample_013918,0.0
sample_000525,0.0
sample_011939,0.0
sample_014646,0.0
sample_010946,0.0
sample_002418,0.0
sample_017611,0.0
sample_007977,0.0
sample_006096,0.0
sample_007703,0.0
sample_011599,0.0
sample_010655,0.0
sample_007648,0.0
sample_000233,0.0
sample_011292,0.0
sample_014452,0.0
sample_011328,0.0
sample_012610,0.0
sample_014798,0.0
sample_010600,0.0
sample_011375,0.0
sample_015136,0.0
sample_016743,0.0
sample_014939,0.0
sample_002764,0.0
sample_001755,0.0
sample_010253,0.0
sample_001525,0.0
sample_011598,0.0
sample_006844,0.0
sample_010217,0.0
sample_008104,0.0
sample_011230,0.0
sample_009163,0.0
sample_010243,0.0
sample_017467,0.0
sample_007632,0.0
sample_003187,0.0
sample_006600,0.0
sample_013042,0.0
sample_012561,0.0
sample_013037,0.0
sample_017268,0.0
sample_013574,0.0
sample_014485,0.0
sample_005814,0.0
sample_015236,0.0
sample_015426,0.0
sample_015410,0.0
sample_004829,0.0
sample_000536,0.0
sample_008775,0.0
sample_000843,0.0
sample_002569,0.0
sample_005856,0.0
sample_004701,0.0
sample_008051,0.0
sample_010263,0.0
sample_005905,0.0
sample_002852,0.0
sample_011637,0.0
sample_017238,0.0
sample_003984,0.0
sample_012373,0.0
sample_014456,0.0
sample_000950,0.0
sample_016362,0.0
sample_013212,0.0
sample_004702,0.0
sample_016655,0.0
sample_009670,0.0
sample_001122,0.0
sample_016645,1.0
sample_005435,0.0
sample_002965,0.0
sample_017424,0.0
sample_016835,0.0
sample_017351,0.0
sample_004560,0.0
sample_007935,0.0
sample_011130,0.0
sample_006546,0.0
sample_003849,0.0
sample_016495,0.0
sample_009458,0.0
sample_002864,0.0
sample_015361,0.0
sample_004230,0.0
sample_003501,0.0
sample_010246,0.0
sample_009114,0.0
sample_002282,0.0
sample_013934,0.0
sample_016050,0.0
sample_005717,0.0
sample_017149,0.0
sample_015224,0.0
sample_009047,0.0
sample_008765,0.0
sample_008919,0.0
sample_016909,0.0
sample_001173,0.0
sample_007773,0.0
sample_013095,0.0
sample_008816,0.0
sample_008101,0.0
sample_011160,0.0
sample_005800,0.0
sample_015800,0.0
sample_016794,0.0
